Surname,Firstname,NRS,Box number,Full Name,Year appointed silk,Date of correspondence,Digital ID,Archives Investigator link
Evatt,Herbert Vere,NRS302_333,10/42917A,Herbert Vere Evatt,1929,07 Nov 1929,NRS302_333_a127_10_42917_[07]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\102
Evatt,Herbert Vere,NRS302_333,10/42917A,Herbert Vere Evatt,1929,07 Nov 1929,NRS302_333_a127_10_42917_[07]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\102
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,,NRS302_333_a127_10_42917_[06]_00008,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,29 Apr 1925,NRS302_333_a127_10_42917_[06]_00013,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,29 Apr 1925,NRS302_333_a127_10_42917_[06]_00014,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,23 Apr 1925,NRS302_333_a127_10_42917_[06]_00003,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,07 Nov 1932,NRS302_333_a127_10_42917_[01]_00001,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,01 Apr 1925,NRS302_333_a127_10_42917_[06]_00027,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,01 Apr 1925,NRS302_333_a127_10_42917_[06]_00028,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,26 Mar 1925,NRS302_333_a127_10_42917_[06]_00029,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,26 Mar 1925,NRS302_333_a127_10_42917_[06]_00030,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,27 Mar 1925,NRS302_333_a127_10_42917_[06]_00031,
Feez,Arthur Herman Henry Milford,NRS302_333,10/42917A,Arthur Herman Henry Milford Feez,1925,23 Apr 1925,NRS302_333_a127_10_42917_[06]_00032,
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,01 Nov 1946,NRS302_333_a127_10_42917_[42]_00020,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,21 Nov 1945,NRS302_333_a127_10_42917_[47]_00013,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,29 Nov 1944,NRS302_333_a127_10_42917_[37]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,15 Nov 1944,NRS302_333_a127_10_42917_[37]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,29 Nov 1944,NRS302_333_a127_10_42917_[37]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,06 Dec 1944,NRS302_333_a127_10_42917_[39]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,06 Dec 1944,NRS302_333_a127_10_42917_[39]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,07 Dec 1944,NRS302_333_a127_10_42917_[39]_00029,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,14 Oct 1944,NRS302_333_a127_10_42917_[39]_00025a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,14 Oct 1944,NRS302_333_a127_10_42917_[39]_00025b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,15 Nov 1944,NRS302_333_a127_10_42917_[39]_00026,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,18 Oct 1944,NRS302_333_a127_10_42917_[39]_00027,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,30 Nov 1944,NRS302_333_a127_10_42917_[39]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,30 Nov 1944,NRS302_333_a127_10_42917_[39]_00017,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,06 Dec 1944,NRS302_333_a127_10_42917_[39]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,29 Nov 1944,NRS302_333_a127_10_42917_[39]_00019,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,01 Dec 1944,NRS302_333_a127_10_42917_[39]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Ferguson,Keith Aubrey,NRS302_333,10/42917B,Keith Aubrey Ferguson,1944,06 Dec 1944,NRS302_333_a127_10_42917_[39]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\79 
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00001,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00002,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00003,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00004,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00005,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00012,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00013,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00014,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00015,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00016,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00008,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00009,
Flannery,George Ernest,NRS302_333,10/42918,George Ernest Flannery,1920,,NRS302_333_a127_10_42918_[16]_00010,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,18 Nov 1942,NRS302_333_a127_10_42917_[41]_00015,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,07 Apr 1938,NRS302_333_a127_10_42917_[25]_00004,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,25 Mar 1938,NRS302_333_a127_10_42917_[25]_00012,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,08 Apr 1938,NRS302_333_a127_10_42917_[25]_00013,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,08 Apr 1938,NRS302_333_a127_10_42917_[25]_00006,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,04 Mar 1938,NRS302_333_a127_10_42917_[25]_00007a,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,04 Mar 1938,NRS302_333_a127_10_42917_[25]_00007b,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,08 Apr 1938,NRS302_333_a127_10_42917_[25]_00008,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,25 Mar 1938,NRS302_333_a127_10_42917_[25]_00009,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,10 Mar 1938,NRS302_333_a127_10_42917_[25]_00010,
Fuller,Bryan Cecil,NRS302_333,10/42917B,Bryan Cecil Fuller,1938,25 Mar 1938,NRS302_333_a127_10_42917_[25]_00011,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,31 Mar 1913,NRS302_333_a127_10_42918_[12]_00001,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,28 Feb 1916,NRS302_333_a127_10_42918_[13]_00014,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,14 Feb 1916,NRS302_333_a127_10_42918_[13]_00021,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,20 Feb 1916,NRS302_333_a127_10_42918_[13]_00019,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,25 Feb 1910,NRS302_333_a127_10_42918_[08]_00022,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,02 Mar 1910,NRS302_333_a127_10_42918_[08]_00015,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,02 Mar 1910,NRS302_333_a127_10_42918_[08]_00020,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,01 Mar 1910,NRS302_333_a127_10_42918_[08]_00016,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,02 Mar 1910,NRS302_333_a127_10_42918_[08]_00014,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,04 Mar 1910,NRS302_333_a127_10_42918_[08]_00007,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,03 Mar 1910,NRS302_333_a127_10_42918_[08]_00008,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,01 Jan 1910,NRS302_333_a127_10_42918_[08]_00009,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,18 Feb 1910,NRS302_333_a127_10_42918_[09]_00020,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,25 Feb 1910,NRS302_333_a127_10_42918_[08]_00023,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,25 Feb 1910,NRS302_333_a127_10_42918_[08]_00024,
Gannon,James Conley,NRS302_333,10/42918,James Conley Gannon,1910,14 Feb 1910,NRS302_333_a127_10_42918_[08]_00026,
Gardiner,A.R. ,NRS302_333,10/42917B,A.R. Gardiner,,24 Jul 1914,NRS302_333_a127_10_42917_[42]_00049,
Garland,John,NRS302_333,10/42918,John Garland,1910,25 Feb 1910,NRS302_333_a127_10_42918_[08]_00024,
Garland,John,NRS302_333,10/42918,John Garland,1910,25 Feb 1910,NRS302_333_a127_10_42918_[08]_00023,
Garland,John,NRS302_333,10/42918,John Garland,1910,25 Feb 1910,NRS302_333_a127_10_42918_[08]_00022,
Garland,John,NRS302_333,10/42918,John Garland,1910,14 Feb 1910,NRS302_333_a127_10_42918_[08]_00031,
Garland,John,NRS302_333,10/42918,John Garland,1910,10 Jun 1909,NRS302_333_a127_10_42918_[08]_00032a,
Garland,John,NRS302_333,10/42918,John Garland,1910,10 Jun 1909,NRS302_333_a127_10_42918_[08]_00032b,
Garland,John,NRS302_333,10/42918,John Garland,1910,12 Jun 1909,NRS302_333_a127_10_42918_[08]_00033,
Garland,John,NRS302_333,10/42918,John Garland,1910,14 Jun 1909,NRS302_333_a127_10_42918_[08]_00034,
Garland,John,NRS302_333,10/42918,John Garland,1910,18 Feb 1910,NRS302_333_a127_10_42918_[09]_00020,
Garland,John,NRS302_333,10/42918,John Garland,1910,04 Mar 1910,NRS302_333_a127_10_42918_[08]_00004,
Garland,John,NRS302_333,10/42918,John Garland,1910,03 Mar 1910,NRS302_333_a127_10_42918_[08]_00008,
Garland,John,NRS302_333,10/42918,John Garland,1910,01 Jan 1910,NRS302_333_a127_10_42918_[08]_00012,
Garland,John,NRS302_333,10/42918,John Garland,1910,02 Mar 1910,NRS302_333_a127_10_42918_[08]_00014,
Garland,John,NRS302_333,10/42918,John Garland,1910,02 Mar 1910,NRS302_333_a127_10_42918_[08]_00015,
Garland,John,NRS302_333,10/42918,John Garland,1910,01 Mar 1910,NRS302_333_a127_10_42918_[08]_00021,
Garland,John,NRS302_333,10/42918,John Garland,1910,02 Mar 1910,NRS302_333_a127_10_42918_[08]_00020,
Garland,John,NRS302_333,10/42918,John Garland,1910,10 Mar 1910,NRS302_333_a127_10_42918_[08]_00001,
Garland,John,NRS302_333,10/42918,John Garland,1910,14 Feb 1916,NRS302_333_a127_10_42918_[13]_00021,
Garland,John,NRS302_333,10/42918,John Garland,1910,28 Feb 1916,NRS302_333_a127_10_42918_[13]_00014,
Garland,John,NRS302_333,10/42918,John Garland,1910,31 Mar 1913,NRS302_333_a127_10_42918_[12]_00001,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,30 Aug 1932,NRS302_333_a127_10_42917_[02]_00001a,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,01 Sep 1932,NRS302_333_a127_10_42917_[02]_00001b,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,01 Sep 1932,NRS302_333_a127_10_42917_[02]_00002,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,17 Feb 1932,NRS302_333_a127_10_42917_[02]_00003,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,02 Mar 1932,NRS302_333_a127_10_42917_[02]_00004,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,22 Feb 1932,NRS302_333_a127_10_42917_[02]_00005a,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,17 Feb 1932,NRS302_333_a127_10_42917_[02]_00005b,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,17 Feb 1932,NRS302_333_a127_10_42917_[02]_00006,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,17 Feb 1932,NRS302_333_a127_10_42917_[02]_00007,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,29 Feb 1932,NRS302_333_a127_10_42917_[02]_00008,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,01 Nov 1911,NRS302_333_a127_10_42917_[02]_00009,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,13 Feb 1932,NRS302_333_a127_10_42917_[02]_00010a,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,17 Feb 1932,NRS302_333_a127_10_42917_[02]_00010b,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,11 Jan 1932,NRS302_333_a127_10_42917_[02]_00011a,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,11 Jan 1932,NRS302_333_a127_10_42917_[02]_00011b,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,12 Jan 1932,NRS302_333_a127_10_42917_[02]_00011c,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,11 Jan 1932,NRS302_333_a127_10_42917_[02]_00012,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,11 Jan 1932,NRS302_333_a127_10_42917_[02]_00013a,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,05 Jan 1932,NRS302_333_a127_10_42917_[02]_00013b,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,05 Jan 1932,NRS302_333_a127_10_42917_[02]_00014,
Garran,Robert Randolph,NRS302_333,10/42917A,Robert Randolph Garran,1932,08 Jan 1932,NRS302_333_a127_10_42917_[02]_00015,
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,31 Mar 1913,NRS302_333_a127_10_42918_[12]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,14 Feb 1916,NRS302_333_a127_10_42918_[13]_00021,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,04 Mar 1907,NRS302_333_a127_10_42918_[07]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,03 Mar 1904,NRS302_333_a127_10_42918_[04]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,23 Feb 1904,NRS302_333_a127_10_42918_[04]_00026,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,30 May 1905,NRS302_333_a127_10_42918_[05]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,17 Feb 1904,NRS302_333_a127_10_42918_[04]_00028,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,01 Mar 1905,NRS302_333_a127_10_42918_[05]_00015,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,11 May 1905,NRS302_333_a127_10_42918_[05]_00009,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Gordon,Alexander,NRS302_333,10/42918,Alexander Gordon,1904,30 May 1905,NRS302_333_a127_10_42918_[05]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\85
Hamilton,Hugh Montgomery,NRS302_333,10/42918,Hugh Montgomery Hamilton,,19 Feb 1904,NRS302_333_a127_10_42918_[06]_00002,
Hamilton,Hugh Montgomery,NRS302_333,10/42918,Hugh Montgomery Hamilton,,16 Feb 1904,NRS302_333_a127_10_42918_[04]_00014,
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,11 Mar 1926,NRS302_333_a127_10_42917_[05]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,11 Mar 1926,NRS302_333_a127_10_42917_[05]_00015,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\206
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,01 Mar 1926,NRS302_333_a127_10_42917_[05]_00018,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\206
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,01 Mar 1926,NRS302_333_a127_10_42917_[05]_00019,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\206
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,01 Mar 1926,NRS302_333_a127_10_42917_[05]_00020,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\206
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,17 Mar 1926,NRS302_333_a127_10_42917_[05]_00010,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,30 Mar 1926,NRS302_333_a127_10_42917_[05]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,13 Mar 1926,NRS302_333_a127_10_42917_[05]_00012,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,11 Mar 1926,NRS302_333_a127_10_42917_[05]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,29 Mar 1926,NRS302_333_a127_10_42917_[05]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,17 Mar 1926,NRS302_333_a127_10_42917_[05]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,23 Feb 1926,NRS302_333_a127_10_42917_[05]_00007a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hammond,John Harold,NRS302_333,10/42917A,John Harold Hammond,1926,23 Feb 1926,NRS302_333_a127_10_42917_[05]_00007b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\199 
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,26 Feb 1947,NRS302_333_a127_10_42917_[49]_00001,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,14 Aug 1947,NRS302_333_a127_10_42917_[49]_00002,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,14 Aug 1947,NRS302_333_a127_10_42917_[49]_00003,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,11 Aug 1947,NRS302_333_a127_10_42917_[49]_00004,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,11 Aug 1947,NRS302_333_a127_10_42917_[49]_00005,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,24 Jul 1947,NRS302_333_a127_10_42917_[49]_00006,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,24 Jul 1947,NRS302_333_a127_10_42917_[49]_00007,
Hardie,Martin Francis,NRS302_333,10/42917B,Martin Francis Hardie,1947,26 Aug 1947,NRS302_333_a127_10_42917_[49]_00008,
Hardwick,Charles Aubrey,NRS302_333,10/42917B,Charles Aubrey Hardwick,1934,18 Nov 1942,NRS302_333_a127_10_42917_[41]_00015,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,21 Aug 1934,NRS302_333_a127_10_42917_[18]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,09 Aug 1934,NRS302_333_a127_10_42917_[18]_00007a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,09 Aug 1934,NRS302_333_a127_10_42917_[18]_00007b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,21 Aug 1934,NRS302_333_a127_10_42917_[18]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,18 Sep 1934,NRS302_333_a127_10_42917_[18]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,18 Sep 1934,NRS302_333_a127_10_42917_[18]_00001b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,23 Aug 1934,NRS302_333_a127_10_42917_[18]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,23 Aug 1934,NRS302_333_a127_10_42917_[18]_00024,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,22 Aug 1934,NRS302_333_a127_10_42917_[18]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,22 Aug 1934,NRS302_333_a127_10_42917_[18]_00018,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,23 Aug 1934,NRS302_333_a127_10_42917_[18]_00022,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,23 Aug 1934,NRS302_333_a127_10_42917_[18]_00020,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Hardwick,Charles Aubrey,NRS302_333,10/42917A,Charles Aubrey Hardwick,1934,22 Aug 1934,NRS302_333_a127_10_42917_[18]_00016,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191
Harrington,Hubert E.,NRS302_333,10/42917B,Hubert E. Harrington,,22 Oct 1940,NRS302_333_a127_10_42917_[29]_00007a,
Harrington,Hubert E.,NRS302_333,10/42917B,Hubert E. Harrington,,22 Oct 1940,NRS302_333_a127_10_42917_[29]_00007b,
Harrington,Hubert E.,NRS302_333,10/42917B,Hubert E. Harrington,,24 Oct 1940,NRS302_333_a127_10_42917_[29]_00008,
Harriott,C.W.,NRS302_333,10/42918,C.W. Harriott,,,NRS302_333_a127_10_42918_[18]_00012a,
Harriott,C.W.,NRS302_333,10/42918,C.W. Harriott,,,NRS302_333_a127_10_42918_[18]_00012b,
Harriott,C.W.,NRS302_333,10/42918,C.W. Harriott,,,NRS302_333_a127_10_42918_[18]_00013,
Harriott,C.W.,NRS302_333,10/42918,C.W. Harriott,,10 May 1917,NRS302_333_a127_10_42918_[14]_00029,
Harriott,C.W.,NRS302_333,10/42918,C.W. Harriott,,10 May 1917,NRS302_333_a127_10_42918_[14]_00030,
Harriott,C.W.,NRS302_333,10/42918,C.W. Harriott,,16 May 1917,NRS302_333_a127_10_42918_[14]_00035,
Harris,Herbert,NRS302_333,10/42918,Herbert Harris,,16 Feb 1904,NRS302_333_a127_10_42918_[04]_00014,
Harris,Herbert,NRS302_333,10/42918,Herbert Harris,,19 Jan 1904,NRS302_333_a127_10_42918_[04]_00015,
Harris,Herbert,NRS302_333,10/42918,Herbert Harris,,19 Jan 1904,NRS302_333_a127_10_42918_[04]_00016,
Harris,Herbert,NRS302_333,10/42918,Herbert Harris,,19 Jan 1904,NRS302_333_a127_10_42918_[04]_00017,
Harris,Herbert,NRS302_333,10/42918,Herbert Harris,,22 Jan 1904,NRS302_333_a127_10_42918_[04]_00008,
