Surname,FirstName,Item,Date,Locality,Previous System No,Reel
Dixon,R,318,1829,"Survey of allotments, roads &c. in parishes of Bong Bong, Mittagong, Sutton Forest and traverse of Wingecarribee River County Camden. Farms Allots. &c. parish Terranna and Wollondilly River. County Argyle. Molonglo River. County Murray. Also bearings take",[2/4948],2628
Dixon,R,319,1829,"Survey of farms in parishes of Collarin, Dalton and Garway. Traverse of Lachlan (or Lorne) River - County King. Milburn Creek. Bathurst Plains and Road near Milburn andGrubbenbun Creeks, County Bathurst.",[2/4949],2628
Dixon,R,267,1827,"Survey of the Nepean, Wollondilly and Warragamba Rivers, the Werri Berri and Wattle Creeks.Road to Berrigarang &c. Counties Camden, Westmoreland &c.",[2/4901],2626
Dixon,R,268,1827,"Survey of the Wollondilly and Warragamba Rivers, Cope R. Dr. Douglass and Lacy's Creeks &c. Counties Camden, Cook, and Westmoreland.",[2/4902],2626
Dixon,R,330,1830,Surveys at Vale of Clwydd - Traverse of Road from Colletts portion near Mt. York (County Cook) to Bathurst. Allotments in City of Sydney.,[2/4959],2628
Dixon,R,331,1830,"Survey of the Lachlan River and A Rankins 2560 ac. Grant parish of Glenlogan - County Bathurst. Traverse of Antonio and Jocks Creeks, Blaxlands Swamp. Road from Antonio’s Bridge to Fish River. Dividing Range - County Westmoreland.",[2/4960],2628
Dixon,R,332,1830,"Survey of farms in parishes of Lett (County Cook) and Parish Bathurst County Bathurst. Traverse of road Mt. York to Bathurst. Major Mitchell’s Road at Mt. Victoria. Macquarie, Fish, Cox and Lett Rivers; Lowther, Solitary and Diamond Swamp Creeks. Dividi",[2/4961],2628
Dixon,R,333,1830,Survey of Wolga River and Range Swamp at Head of Cox’s River. Bearings of Surrounding Country - County Cook.,[2/4962],2628
Dixon,R,383,1832,"Survey of Farms; Mt. Royal and other Ranges; Hunter River, Fal Fal and Muscle Brooks. Parishes of Belltrees, Russell, Brougham &c. County Durham, Kingdon Ponds (frontages to Miss McLean's Gt.) County Brisbane. Farms, Roads &c. Parishes Hay and Corrabare, ",[2/5008],-
Dixon,R,290,1828,"Traverse of the Dividing Range (between Counties Argyle and Georgiana). Portion of the Wollondilly River, Guineacore Creek, Burra Burra Lagoon and Brays Grant of 640 acres.",[2/4922],2626
Dixon,R,291,1828,"Survey of farms, Reserves &c. Portion of Wollondilly River, Lake Bathurst,Wologorang Lake, Strath Allen Township, Mulwarree Ponds Crock. Parishes ofPegar, Upper Tarlo, Billyrambya, Bredalbane &c. County Argyle. Lake George, Brooks Creek &c. County Murray.",[2/4923],2626
Donaldson,P R,876,1861,Surveys of Woodford Island etc. from May 7th.,[2/8088.5],-
Drake,J C,713,1852,"Survey of Cambalon, Aston, Gunningrach, Bibbenluke, Wog Wog and other Runs - part of Bombala River and Creeks. Road to Bibbenluke and Cambalong - Counties of Wellesley and Auckland.",[2/8077.8],-
Edwards,-,385,1832,"Traverse of Jilliby Jilliby, Main Wyong Branch and Nallarang Creeks. Range and Roads in vicinity of Creeks and Northerly from Wyong Hill to Mount Warrawolong (Vide Parishes of Mummorah, Wyong, Olney, Coongewai &c.) County Northumberland.",[2/5010],-
Edwards,-,386,1832,"Survey of Farms, Grants &c. Parishes Gosford, Kincumber, Ourimbah, Tuggerah &c. County Northumberland.",[2/5011],-
Edwards,-,387,1832-33,"Survey of Wyong Creek portions of Cockle Creek and Broadwater. Parish Kincumber, Mangrove Creek. Parishes of Koree, Mangrove, Popran &c. County Northumberland.",[2/5012],-
Edwards,-,388,1832,Survey of Ourimba and Wyong creeks. Range in vicinity of Ourimba Creek. Range dividing Wyong and Jiliby Hiliby Creeks &c. County Northumberland.,[2/5013],-
Edwards,-,389,1832,"Survey of Ourimba Creek and Range in vicinity of same. Parishes Ourimba, Gosforth &c. County Northumberland.",[2/5014],-
Elliot,-,378,1832,"Farms and Allotments in Parishes of Warregamba, Kembla &c. Allotments Towns of Kiama and Wollongong. Reserve Town of Wollongong. Traverse of Nattai and Minumurra Rivers. Red Bank and other Creeks; Tom Thumbs Lagoon &c. County Camden. Farms in Parishes of ",[2/5003],-
Elliot,-,285,1827-30,"Survey of farms, Roads, Reserves &c. in Parishes Nattery, Billyrambija Towrang&c. Traverse of Wollondilly River, Mulwarree Ponds, Jerrara and Bungonia Creeks - County Argyle. Nattai and Paddy’s Rivers, Barbers and Black Bobs Creeks. Great Southern Road ",[2/4919],2626
Elliot,-,300,1828-34,"Survey of farms in parishes of Bargo, Kembla &c. Church land at Wollongong. Traverse of Wollondilly, Nepean and Wingecarribee Rivers. Wanganderry, Werriberri and Mandemar Creeks. Bargo Rivulet and Tributaries, Wanganderry, Southern and Appin to Illawarra ",[2/4932],2627
Elliott,-,453,1836,"Survey of Farms in Parishes of Burrawong, Wonona, Bunberra, Bungong &c. Village Reserve and Coast at Kiama. Traverse of Shoalhaven and Kangaroo Rivers - County Camden. Farms in Parishes Tomerong, Ulladulla &c. County St. Vincent.",[2/5070],-
Elliott,-,398,1833,"Survey of Farms and Grants. Parishes Broughton, Weromba, Picton &c. Roads Shellharbour to Osborn's. Parish Calderwood; from Osborne's to Kiama and along Coast to Shoalhaven River; from Terry's Grant Parish Jamberoo to Wollongong. Stony Creek and Pt. of Wo",[2/5022],-
Elliott,-,299,1828,"Survey of portions of Shoalhaven, Wingecarribee and Patrick Rivers. Bundanoon, Meryla, and Black Bobs Creeks, Chain of Ponds and Mountain Ranges in South and Western part ofthe County Camden.",[2/4931],2627
Evans,G W,96,1813-14,"Traverse of country - from near Mt. Victoria towards Bathurst (& return to Emu Plains). Counties Cook, Westmoreland &c. Bathurst.",[SZ911],2623
Evans,T,861,1859,"Surveys of Farms at Sutton Forest - Mittagong &c. in Parishes of Belanglo, Burrawang, Yarrunga. Allotments Village of Murrimba - Subdivision of Police Paddock Reserve at Bargo. Surveys for connections - County Camden. Vide Index in Field Book.",[2/8087.2],-
Evans,T,862,1859,"Survey of Farms Vide Parishes of Picton, Burragorang &c. County Camden. Farms in Parishes of Kedumba, Cooba, Lidsdale, Cox &c. County of Cook. Farms in Parishes Speedwell &c. Connections other and surveys - County Westmoreland. Vide index to Field Book.",[2/8087.3],-
Evans,T,863,1859,"Survey of Farms Parish of Burragorang &c. County Camden. Farms in Parishes of Wingecarribee, Speedwell, Bimlow (on Cox River) &c. and other Surveys - County Westmoreland. Vide index to Field Book.",[2/8087.4],-
Evans,T,917,1860,"Survey of Farms Parishes of Broughton and Bunberra. Church Allotments at Kiama. Road from Kangaroo River to Broughton Creek (County of Camden). Farms in parishes of Gulgin, Maharatta, Mila, Gunningrach &c. Sections and Subdivision Allotments and Police Pa",[2/8091.11],-
Evans,T,822,1858,"Survey of Farms in parishes of Sutton Forest, Bong Bong, Bundarroon &c. Roads:- From Great Southern Road to McVitties (now Bulter's 1000ac.) Parish Berrima - to connect Mittagong with Road to Illawarra - From Sutton Forest towards Meryla and Shoalhaven - ",[2/8084.13],-
Finch,-,253,1825-26,"Survey of portion of the Hunter River; Dart Brook, Wollombi Brook; Wareng and Parsons Creeks and adjacent country - Counties Hunter, Northumberland &c.",[2/4889],2626
Finch,-,254,1826,"Traverse of part of Wollombi Brook and adjacent country, Counties Hunter and Northumberland.",[2/4890],2626
Finch,-,255,1826,Survey of portion of the Hunter River (between Counties Durham and Northumberland) and adjacent country.,[2/4891],2626
Finch,-,256,1826,"Traverse of portion of Wollombi Brook, Black Creek and adjacent country South of the Hunter River - County Northumberland.",[2/4892],2626
Finch,-,281,1827,Survey of Features- neighbourhood of Hunter and Paterson Rivers - Counties Northumberland and Durham.,[2/4915],2626
Finch,-,282,1827,Survey of Coast (neighbourhood of Lake Tuggerah) Creeks &c. adjacent land - County of Northumberland.,[2/4916],2626
Finch,-,283,1827,Feature Surveys (neighbourhood of Hunter River) principally in the Counties of Northumberland and Durham.,[2/4917],2626
Finch,-,284,1827,Portion of Field Book showing Surveys (probably) in the vicinity of the Hunter River. County Northumberland.,[2/4918],2626
Flide,-,811,1858-60,"Survey of Farms, Roads, Rivers, Creeks &c. in Counties Buckland, Pottinger, Parry, Denham, White, Leichhardt and Inglis. Levels observations Latitude - True Meridian.",[2/8084.3],-
Florance,T,303,1828,"Trig. Survey of Port Jackson, and Allotments City of Sydney",[2/4935],2627
Florance,T,304,1828,"Survey of Port Jackson, Middle harbour and adjacent heights. Allotments Chowder Bay, Hydrographic Survey Sow and Pigs.",[2/4936],2627
Florance,T,305,1828,"Triangulation Survey Jervis Bay to Mt. Dromedary, Counties St. Vincent and Dampier.",[2/4937],2627
Florance,T,266,1827,"Traverse of the Manning and Williams Rivers. Counties Durham, Gloucester &c.",[2/4900],2626
Florance,T,286,1827-30,"Survey of Coast Broken Bay to Reid’s Mistake (near Lake Macquarie) and Jervis Bay toMherroyah. Traverse of Harbours, Rivers, Creeks, Lagoons &c. County St.Vincent &c.",[2/4920],2626
Galloway,-,596,1847,"Survey of Allotments at Parramatta. Grants &c. Parishes St. Luke &c. Liverpool, Windsor, and Richmond Hill; South Creek, Tarban Asylum Road, and Road from Richmond to Windsor &c. County of Cumberland. Portion Liverpool Common, Windsor Common, Richmond Hil",[2/8068.3],-
Galloway,-,663,1850,"Survey of Walcha Range. Gwodir River. Dumaresque, Rocky, Tilbuster, Paddledock and other Creeks and Ranges in the vicinity. Tracks and other surveys - County Sandon.",[2/8073.5],-
Galloway,-,725,1853,"Survey of Boomi or Bummi Creek - County Benarba, Road - Wallon Creek to Medgum and via Fitzgerald's Old Medgum South to ""Big River"" or Great Anna Branch of Gwydor River; Wallen Creek &c. Counties of Stapylton and Cowallie. Allotments at Wellingrove, Town ",[2/8078.7],-
Galloway,-,481,1838,"Survey of Allotments in George Street East, Lower George Street, in Parish Alexandria. County Cumberland. Part of South Head Road, Road to Bondi. Botany Road - City of Sydney. Allotments at Parramatta.",[2/5095],-
Galloway,-,482,1838-39,"Survey of Allotments in George Street West and North; South Head Road, Botany, Coogee, Liverpool and Parramatta &c. Parishes Alexandria, Castlereagh and St. John. Richmond and other Roads - Parishes St. George  and Cooks River - County Cumberland. Allotme",[2/5096],-
Galloway,-,679,1851,"Survey of Bingara, Rocky, Cobbadah and other Creeks. Horton River. Mosquito and Greenbah Creeks - Portions of Gwyder and Barwon Rivers. Coogomin and The Weah Waa Creeks &c. Roads to Warialda &c. Counties of Murchison, Courallie, Burnett, Benarba &c.",[2/8074.3],-
Galloway,-,620,1848,Traverse of Peel and Cockburn Rivers - County of Parry. Rocky River; Boorolong and Bundarra Creeks. Roads from Tamworth to Armidale; Bundarra to Armidale; Kentucky to road from Bundarra to Armidale &c. Counties Sandon and Hardinge.,[2/8069.9],-
Galloway,-,621,1848,"Survey of part of Dividing Range and Bell's Range. Mundoc, Cunninghams, Warialda, Oaky, Dumaresque, Watsons, Stoney, Batter and Tiabundi Creeks. MacDonald River and road to Wariald and Suburban Allotments at Armidale - Counties of Burnett, Sandon, Darling",[2/8069.10],-
Galloway,-,492,1839-41,"Survey of Farms &c. Parishes Alexandria, St. George, Bankstown and Holdsworthy; Allotments at Coogee, Liverpool, Campbelltown &c. Allotments &c. Argyle, Moore, George, Castlereagh, Liverpool, Bathurst, Macquarie, Elizabeth, Bridge and Hunter Streets &c. W",[2/5104],-
Galloway,-,687,1851,"Survey of Macintyre and Severn Rivers; Wellingrote and Frazers Creeks. Part of the Great Northern Road and Allotments at Warialda - Counties of Arrawatta, Gough, Burnett, Sandon &c.",[2/8074.11],-
Galloway,-,688,1851,"Survey of Allotments at Walcha, Armidale and Falconet; - Furracabad, Bearcly, Saumarez and Mihi Creeks. Salisbury Waters. Rocky and Apsley Rivers &c. Mountain Ranges through Bald Nob and Blue Mt. - Roads &c. Counties of Sandon and Vernon.",[2/8075.1],-
Galloway,-,562,1843,"Survey of Grants, Farms &c. Parishes Menangle, Appin, Bankstown, Holdsworthy, Field of Mars, Willoughby, Prospect &c. Allotments at Pitt Town, Parramatta; and at Castlereagh, Liverpool, Barracks and other streets in Sydney; Church Allotments St. Leonards;",[2/8066.9],-
Galloway,-,567,1844-45,"Survey of Allotments - Parish of Coolingwood - County King. Allotments at Sydney, Parramatta, Liverpool, Cabramatta and Penrith County of Cumberland. Parish Wilberforce - County Cook. Reserve at Picton - County Camden. Wide Index in Field Book.",[2/8066.10],-
Galloway,-,700,1852,"Survey of the MacDonald River; Bergen-op-Zoom, Surveyor's Congi, Moredun, Mosquito, Boyanga, Gilgil and Bunnie Creeks; Salisbury and Armidale Waters; Carlyle's Gully; Road from The Gilgil to Mummi Creek, road from Mosquito Creek to Boyanga Creek. Allotmen",[2/8076.2],-
Galloway,-,509,1841,Survey of Bargo River; Red Bank and Stonequarry Creek - County of Camden. Town of Windsor &c. Road to Richmond - County of Cumberland. Town of Richmond.,[2/8063.2],-
Galloway,-,510,1841,"Survey of Farms, Allotments, Township and Reserve Boundaries &c. County Cumberland. (Vide Index in Field Book).",[2/8063.3],-
Galloway,-,577,1845,"Miscellaneous Surveys of Sites &c. Church, School, Burial Grounds, Roads &c. Cities of Sydney and Parramatta and County Cumberland. Wide index in F.B.",[2/8067.3],-
Galloway,-,584,1846,"Survey of Portions Allotments. Alighments &c. at Sydney, Parramatta, Longbottom, Concord, Pennant Hills, Field of Mars &c. County of Cumberland. Traverse of Wheeny Creek, Church land &c. Sackville Reach - Parish Wilberforce - Meehan - County Cook.",[2/8067.8],-
Galloway,-,645,1849,"Survey of Armidale Township, Church site and Parsonage &c. Traverse of the Bundarra or Gwydor, McIntyre and Big Rivers. Warialda, Copes and Bakers Creeks; Dividing Range, Tilbuster and Bannockburn Ponds; Auburn Pale and Kelly's Gully; Lake Whinstone; Litt",[2/8071.13],-
Galloway,-,646,1849,"Traverse of the Meei or Gwydior River and Wee Waa River - County Cowallie. The Apsley River and Hall's Creek. Range from Apsley River. Survey at Village of Walcha. Buildincis &c. Orandanby Creek &c. - County of Vernon. Various ranges ""Black Nob"", ""Walcha""",[2/8072.1],-
Galloway (?),-,493,-,"Survey of Portions and Allotments at Sydney, Parramatta, Liverpool, Windsor, Botany, Bankstown. Parishes Alexandria, St. Peters, St. George &c. Road from Moncrief to Julian's land. Roads at Parramatta and Pennant Hills. Coast near Bondi and South Head Roa",[2/5105],-
Govett,-,301,1828,Traverse of portion of Wollondilly River. Lake George and Flats in the vicinity: Bungalore and Sally Creeks. Sectional Lines at Mulwaree Plains Lagoon and Morass near Lake Bathurst County Argyle.,[2/4933],2627
Govett,-,302,1828,"Survey of the Eurhungalla, Cookbundoon and source of Wollondilly River. Bunnaby Creek and Mountain Ranges in the County Argyle.",[2/4934],2627
Grimes,C,1,1794,Surveys of portions and grants - counties Cumberland and Cook.,[SZ723],2622
Grimes,C,3,1796,"Survey of farms and roads at Toongabbee and Concord; County Cumberland, Hawkesbury Road traverse &c.",[SZ725],2622
Grimes,C,4,1797-1802,"Survey of grants and traverse of rivers, creeks and roads; Canterbury, Toongabbee, Pitt Town, Parramatta, Lane Cove, and Bankstown; County Cumberland.",[SZ726],2622
Grimes,C,5,1797-99,"Survey of grants and farms and traverse of roads, Pitt Town, Hawkesbury, Parramatta, Concord, and Blackwattle Swamp; County Cumberland.",[SZ727],2622
Grimes,C,6,1798-1802,"Survey of grants, farms, feature & road traverses; Hunters Hill, Balmain, Five Dock, Iron Cove, Snails Bay, Woolloomooloo, Georges Head, Parramatta, Liberty Plains,Toongabbee, Grose Hill, Hawkesbury, Cooks River, Sheas River, Johnstons River; County Cumbe",[SZ728],2622
Grimes,C,12,1801-15,"Survey of grants and farms near Richmond. Traverse of Nepean River, Caddi Creek and Hawkesbury Road; County Cumberland.",[SZ730],2622
Grimes,C,18,1802-03,"Survey of farms and connections. Parishes of Cornelia, Castle Hill &c. County Cumberland. Diary of general Observations - Port Phillip.",[SZ81],COD118
Grimes,C,21,1803-07,"Survey of farms, rivers, creeks and roads in various parishes - (County Cumberland). Vide Index in Field Book.",[SZ731],2622
Grimes,C,25,1803,Survey of part of South Creek. County Cumberland.,[SZ732],2622
Grimes,C,28,1804,Survey of leases &c. town of Sydney. County Cumberland,[SZ733],2622
Grimes and Meehan,-,2,1796-99,"Surveys of portions and grants &c. at Concord, Field of Mars, Prospect, Hacking River and town of Parramatta.",[SZ724],2622
Grimes and Meehan,-,7,1799-1803,"Survey of grants and farms; Parramatta, Cockle Bay, Hawkesbury, Toongabbee. Traverse Parramatta Road, Georges River, Cooks River, Prospect Creek - Parramatta River and Long Cove; County Cumberland.",[SZ729],2622
Hallen,A,347,c.1831,Surveys in the City of Sydney. (Vide Index in Field Book),[2/5195],2628
Harper,-,188,1821,Survey of portion of Ropes Creek. The Western Road and farms; parish Melville &c.County Cumberland.,[SZ971],2624
Harper,-,214,1823,Survey of the Western Road; Eastern and other Creeks - County Cumberland. Monkey Creek &c. County Camden.,[2/4856],2625
Harper,-,176,1821,"Survey of Cawdor Farm, track &c. parishes Camden and Picton. County Camden.",[SZ959],2624
Harper,-,177,c.1821,"Survey of Shoalhaven River, creeks &c. adjacent country Counties Argyle and St.Vincent.",[SZ960],2624
Harper,-,178,c. 1821,"Survey of South Head Road, Sydney. Farms at Emu Plains and Hunters Hill. County Cumberland.",[SZ961],2624
Harper,-,179,1821,Survey of The Argyle Road through the County Camden. Traverse of the Wollondilly River and Stone Quarry Creek.,[SZ962],2624
Harper,-,180,1821,"Traverse at Wollondilly River, road and portion on Wollondilly River, near Goulburn. County Argyle.",[SZ963],2624
Harper,-,181,c.1821,"Traverse of part of Eastern Creek and Creek at Parramatta. Survey of Western Road and road to Seven Hills - parishes Prospect, Rooty Hill, St. John &c. County of Cumberland.",[SZ964],2624
Harper,-,182,1821-22,"Traverse of Pt. of Nepean and Wingecarribee River. Stone Quarry and Red Bank Rivulets. Farms in parishes of Picton, Camden, Bargo, Colo, Mittagong, Bong Bong, Sutton Forest &c. County Camden.",[SZ965],2624
Harper,-,183,1821,"Traverse of part of Ropes Creek, The Western Road and farms on the Western Road and Penrith - parishes of Evan, Melville, Booty Hill &c. County Cumberland.",[SZ966],2624
Harper,-,184,1821,"Traverse of portion of the Nepean, Wollondilly, Bargo and Patrick Rivers. Myrtle, Red Bank & Sprink Creeks. Roads:- towards Picton, Bargo to Nepean River,Wingecarribee to Wollondilly River. Farms in parishes Bargo, Picton,Wingello, Murrimba &c. County of ",[SZ967],2624
Harper,-,185,1821-22,"Traverse of portion of Nepean River and Mt. Hunter Rivulet. Survey of farms, Camden, Picton, Bargo, Mittagong, Sutton Forest, Bong Bong and Berrima. County Camden. One portion Eden Forest, County Argyle.",[SZ968],2624
Harper,William,175,1821,"Traverse at Argyle Rd. Rd from Bargo to Nepean & other tracks. Parts of the Wingecarribee, Wollondilly, Bargo, Patrick & Nepean Rivers, Stone Quarry & Myrtle Creeks - & portions, Mittagong, Bargo, Picton, Camden & Bong Bong - Counties Camden",[SZ958],2624
Heady,J,908,1860,"Survey of Darling, Adolphus, Mort, Booth, St. Andrew, Johnson, Nicholson, Cameron, and Beattie Streets. Ballast Point Road. Bearings &c. at Balmain (City of Sydney).",[2/8091.2],-
Henderson,-,726,1853,Survey fo the Barwon and Boomi Rivers. Whalan and other Creeks. Nundawar Range &c. Sketches of Mountains - County of Benarba.,[2/8078.8],-
Henderson,-,727,1853,"Traverse of Croppa Creek, Whalan Creek, Barwon River, Boobara Lagoon &c. Roads - from Blakes South on Gil Gil Creek to Guryawaraldi (Cox's) - From and of Croppa Creek to Palroy and Willamil - To Boronga - County Stapylton. (vide County Benarba also).",[2/8078.9],-
Henderson,-,787,1856,Survey at Walcha. Allotments - Church Land and Cemetery; Bergen-op-Zoom Creek &c. - County of Vernon.,[2/8082.16],-
Henderson,-,678,1851,"Traverse of Ingalba River. Borolong, Rounala, Spring, Halls and other Creeks. Bundarra Road. Nundawar and Moonbie Ranges. Counties of Sandon, Hardinge, Inglis &c.",[2/8074.2],-
Henderson,-,911,1860,Surveys of Macleay and Nymboida Rivers; at Darkwater and Kinchela Creeks. Allotments at Kempsey. Streets at Port Macquarie (Counties of Dudley and Macquarie). Allotments at Tamworth (County Inglis). Roads Armidale to Grafton - Glen Innes to Grafton &c.,[2/8091.5],-
Henderson,-,798,1857,"Surveys at Glen Innes and Stonehenge, Beardy Waters and other Creeks - New England District - County Gough.",[2/8083.7],-
Henderson,-,799,1857,"Survey of Allotments in Town of Uralla - Site for Episcopalian and Presbyterian Churches; portions for Kirkwood, Ryan, Garland &c. New England District - County Sandon.",[2/8083.8],-
Henderson,-,800,1857 or 1859,"Survey of Rivers, Creeks &c. County of Byrnett.",[2/8083.9],-
Henderson,-,743,1854,Survey of the Mooni River and Ballandoon Creek &c. County of Finch - Also Colony of Queensland.,[2/8079.8],-
Henderson,-,744,1854,"Survey of Stations (pre-emptive purchases) in the New England District - ""Furracabad"" - County Gough. ""Llangollen"" - County Clarke. ""Tiara"" County Kernon. ""Tilbuster"", ""Kentucky"", ""Dangars"", ""Jostwych"" and Traverse of Mini and Sanmares Creeks - County San",[2/8079.9],-
Henderson,-,759,1855,"Survey of Stations ""Spring Mount"", ""Newstead"", ""Furracabad"", ""Deepwater"", ""Wellington Vale"", Strathbogin Track to Wellington Vale. Parardise, Kings and other Creeks - County Gouah. Green's Swamp and Byron's Plain - County Arrawatta. Farm and Traverse of G",[2/8080.10],-
Henderson,-,760,1855,"Surveys at Armidale. Traverse of Sauimatez Creek and Farms in the vicinity, Kelly's Plains &c. County Sandon.",[2/8080.11],-
Henderson,-,823,1858,"Surveys in New England District:- Part of Severn River and Hogues Creek. Pre-emptive purchases of O. Bloxsome, Parish of Severn &c. County Gough &c.",[2/8084.14],-
Henderson,-,644,1849,Survey of Georges Creek from Ollera South. Bundarra or Gwydir River. Darby Curry's and Anthony McGinty's applications. Suburban portions - County of Hardinge.,[2/8071.12],-
Henderson,-,709,1852,"Survey of the Nandewar Range; Cameron Creek; and part of the Bundarra Road - Counties of Hardinge, Inglis and Sandon.",[2/8077.5],-
Herborne,E,922,1860,Survey of Roads from Kempsey to Rollands Plains. Road to Fredericton. Traverse to Kinchela Creek (County of Macquarie).,[2/8092.2],-
Herborne,E,824,1858-60,Survey of Church Sites at West kempsey - Portions on the McLeay River and on Darkwater and Kinchela Creeks - County of Macquarie. Portions on Clybucca Creek - County Dudley.,[2/8084.15],-
Hoddle,,257,1826,"Survey of portion of the Bungonia, Pangungerang and Marulan Creeks; & adjacent country - Co. Argyle.",[2/4893],2626
Hoddle,-,251,1826,"Survey of portion of the Bungonia, Pangungerang and Marulan Creeks; and adjacent country - County Argyle.",[2/4893],2626
Hoddle,-,421,1834,"Survey of farms, Grants &c. in Parishes of Sutton forest, Berrima, Mittagong &c. County Camden. Farms - Parishes Collector, Goran, Mullengullenga &c. County Argyle. Farms - Parishes Purrorumba, Hume, Bedulluck, &c. County Murray. Farms - Parishes Gunning,",[2/5043],-
Hoddle,-,422,1834,"Survey of Farms, Grants &c. Village Reserve at Gunning and Road - Parishes Sarway, Cullarin &c. County King; Farms - Parishes Mullengullenga, Marulan, &c. County Argyle. Farms. Parishes Werriwa, Currandooly &c. County Murray. Farms - Parishes Sutton Fores",[2/5044],-
Hoddle,-,258,1823 and1826,"Survey between the Hawkesbury and Cox's River (Bell's Line) Counties Northumberland, Cumberland and Westmoreland. (BellsLine R. 271)",[2/4894],2626
Hoddle,-,259,1826,"Survey of farms &c. parishes Prospect, Claremont, Minto &c. County Cumberland, and Parishes of Weromba &c. County Camden. Field notes re clearing&c.",[2/4895],2626
Hoddle,-,260,1826,"Survey of farms in the Parishes of Bringelly, Cook, Narellan &c. County Cumberland. Field notes re clearing &c.",[2/4696],2626
Hoddle,-,261,1826,"Surveys at Sydney, Parramatta Woolloomooloo Bay and Roads in the County Cumberland.",[2/4897],2626
Hoddle,-,262,1826,"Surveys of Forms in the Parishes of Minto, St. Luke &c. County Cumberland. Notes reclearing &c.",[2/4898],2626
Hoddle,-,323,1829-30,"Survey of farms, grants &c. parishes of Temeil, Nelligen, West Buckenbowra &c.County St. Vincent. Parishes Jerrara, Marulan and County Argyle. Parish Jineroo &c. County Murray. Mittagong Range and Wingecarribee Swamp - County Camden. Parishes Botany Bay a",[2/4953],2628
Hoddle,-,324,1829-30,"Survey of grants, farms, features &c. in Counties Argyle, Camden, Goulburn, Murray, and St. Vincent. (vide index in Field Book).",[2/4954],2628
Hoddle,-,374,1832,"Survey of Farms and Veteran Allotments. Parishes Bong Bong, Mittagong and Yarrunga, Wingecarribee River, and Bargo Rivulet County Camden. Farms, Grants, Village Reserves &c. Parishes of Mullengullenga, Pomeroy, Bredalbane, Wologorong, Baw Baw, Gundary, Go",[2/4999],-
Hoddle,-,443,1835,"Survey of Farms, Grants &c. Parishes Mangamore, Goulburn, Marulan &c. County Argyle. Parishes Warrie, Inglemoney, Ellenden, &c. County Murray. Parishes Bettowynd, Elrington &c. County St. Vincent. Village Reserve at Queanbeyan.",[2/5063],-
Hoddle,-,375,1832,"Survey of Farms in Parishes of Toual, Gundaroo, Talagandra, Burrorumba &c. The Murrumbidgee, Molonglo and Yass Rivers, Duralla Creek &c. County Murray. Traverse of Road to Inverary, County Argyle.",[2/5000],-
Hoddle,-,444,1835-36,"Survey of Farms, Grants &c. Parishes Canberra, Weetangera, Talagandra &c. County Murray. Farms &c. Parishes Marulan, Bungonia, Terrana &c. Allotments. Towns of Marulan, Bungonia, and Goulburn - County Argyle. Parishes Mittagong, Berrima, Bong Bong &c. All",[2/5064],-
Hoddle,-,376,1832,"Survey of Farms in Parishes of Nanima and Morumbateman, Butmaroo and Yass Rivers; Turallo, Morumbateman and Taylors Creeks. Lake George County Murray. Farms in Parishes of Manton and Yass. County King and Parish Mangamore. County Argyle. Traverse of porti",[2/5001],-
Hoddle,-,377,1832,"Survey of Farms Parishes Tirrana, Billyrambija &c. Allotments Towns of Goulburn and Bungonia; Wollondilly and Cookbundoon Rivers; Myrtle, Boorungullen Creeks - County Argyle. Farms in Parishes of Berrima, Sutton, Forest &c. Allotments at Berrima, Roads in",[2/5002],-
Hoddle,-,276,1827,"Survey of farms, Roads (incl. Road from Campbelltown to Birds-Eye Corner) Creeks &c. Parishes Liberty Plains, Bankstown, St. Luke, St. George, Prospect, St. John, Minto, St. Peters, Appin and Alexandria - At Botany and Watsons Bays, South Head Road &c. Co",[2/4910],2626
Hoddle,-,277,1827,"Survey of Road from Emu Ford (on Nepean River) to Parramatta. Part of Road Sydney to Parramatta; Appin and Cowpasture Roads. Survey at Elizabeth Bay, Woolloomooloo,Town of Liverpool and City of Sydney - County Cumberland.",[2/4911],2626
Hoddle,-,278,1827-28,"Survey of Bondi and Botany Bays. Traverse of the Shoalhaven, Corang, Endrick and Mongarlowe (or Tomboye) Rivers; East Nodgengutta, Bules and other Creeks; MountainRanges and Chain of Ponds; Bearings taken from Mt. Budawang and Currock,Billy Mt. County St.",[2/4912],2626
Hoddle,-,279,1827-30,"Survey of farms, Church and School. Lands and part of Shoalhaven River. Parishes of Braidwood, Durran, Durra, Elrington, Seymour, Coohill &c. County St.Vincent. Farms Crocodile Creek and Myrtle Creek - Parishes of Picton, Mittagong,Bong Bong, Yarrunga, Bu",[2/4913],2626
Hoddle,-,224,1824-25,"Exploration Survey of Country between “Kirkham Farm” on Nepean River and Burragorang Mt.County Camden, thence up Cox River. Traverse of route from Prospect toBathurst (through County Cook) Part of Campbell River. Wurburndale Rivulet,farms &c. Counties",[2/4864],2625
Hoddle,-,225,1824,"Survey of Inverary Farm; Bungonia Road. Bungonia, Yarralaw and Jacqua Creeks. Parishes Bungonia, Inverary, Yarralaw &c. County Argyle.",[2/4865],2625
Hoddle,-,226,1824,Survey of that portion of Shoalhaven River dividing County of Argyle from St. Vincent.Field Notes re: County Camden.,[2/4866],2625
